Timestamp, percent_filled
2/16/2023 18:30,0.9
2/16/2023 18:31,0.91
2/16/2023 18:33,0.91
2/16/2023 18:35,0.9
2/16/2023 18:36,0.88
2/16/2023 18:38,0.87
2/16/2023 18:40,0.9
2/16/2023 18:41,0.88
2/16/2023 18:43,0.9
2/16/2023 18:45,0.9
2/16/2023 18:46,0.9
2/16/2023 18:48,0.9
2/16/2023 18:50,0.88
2/16/2023 18:51,0.87
2/16/2023 18:53,0.86
2/16/2023 18:55,0.84
2/16/2023 18:56,0.82
2/16/2023 18:58,0.82
2/16/2023 19:00,0.81
2/16/2023 19:01,0.8
2/16/2023 19:03,0.79
2/16/2023 19:05,0.81
2/16/2023 19:06,0.8
2/16/2023 19:08,0.8
2/16/2023 19:10,0.76
2/16/2023 19:11,0.78
2/16/2023 19:15,0.8
2/16/2023 19:15,0.8
2/16/2023 19:16,0.8
2/16/2023 19:18,0.78
2/16/2023 19:20,0.76
2/16/2023 19:21,0.78
2/16/2023 19:23,0.78
2/16/2023 19:43,0.78
2/16/2023 19:45,0.78
2/16/2023 19:46,0.73
2/16/2023 19:48,0.73
2/16/2023 19:50,0.74
2/16/2023 19:51,0.76
2/16/2023 19:53,0.76
2/16/2023 19:55,0.76
2/16/2023 19:56,0.76
2/16/2023 19:58,0.79
2/16/2023 20:00,0.84
2/16/2023 20:01,0.82
2/16/2023 20:03,0.83
2/16/2023 20:05,0.8
2/16/2023 20:06,0.79
2/16/2023 20:08,0.77
2/16/2023 20:10,0.76
2/16/2023 20:11,0.76
2/16/2023 20:13,0.77
2/16/2023 20:15,0.8
2/16/2023 20:16,0.8
2/16/2023 20:18,0.78
2/16/2023 20:20,0.77
2/16/2023 20:21,0.77
2/16/2023 20:23,0.78
2/16/2023 20:25,0.8
2/16/2023 20:26,0.79
2/16/2023 20:28,0.76
2/16/2023 20:30,0.76
2/16/2023 20:31,0.8
2/16/2023 20:33,0.82
2/16/2023 20:35,0.83
2/16/2023 20:36,0.86
2/16/2023 20:38,0.86
2/16/2023 20:40,0.89
2/16/2023 20:41,0.9
2/16/2023 20:43,0.88
2/16/2023 20:45,0.89
2/16/2023 20:46,0.82
2/16/2023 20:48,0.81
2/16/2023 20:50,0.81
2/16/2023 20:51,0.8
2/16/2023 20:53,0.8
2/16/2023 20:55,0.82
2/16/2023 20:56,0.8
2/16/2023 20:58,0.8
2/16/2023 21:00,0.8
2/16/2023 21:01,0.79
2/16/2023 21:03,0.83
2/16/2023 21:05,0.84
2/16/2023 21:06,0.85
2/16/2023 21:08,0.9
2/16/2023 21:10,0.94
2/16/2023 21:11,0.96
2/16/2023 21:13,0.96
2/16/2023 21:15,0.91
2/16/2023 21:16,0.92
2/16/2023 21:18,0.89
2/16/2023 21:20,0.91
2/16/2023 21:21,0.94
2/16/2023 21:23,0.98
2/16/2023 21:25,1
2/16/2023 21:26,1.03
2/16/2023 21:28,1.04
2/16/2023 21:30,1.02
2/16/2023 21:31,1.03
2/16/2023 21:33,1.03
2/16/2023 21:35,1.03
2/16/2023 21:36,1.05
2/16/2023 21:38,1.04
2/16/2023 21:53,0.99
2/16/2023 21:55,1.02
2/16/2023 21:56,1.03
2/16/2023 21:58,1.07
2/16/2023 22:00,1.08
2/16/2023 22:01,1.07
2/16/2023 22:03,1.08
2/16/2023 22:05,1.08
2/16/2023 22:06,1.07
2/16/2023 22:08,1.02
2/16/2023 22:10,1.02
2/16/2023 22:11,1
2/16/2023 22:13,0.94
2/17/2023 11:28,0.86
2/17/2023 11:30,0.88
2/17/2023 11:36,0.88
2/17/2023 11:36,0.88
2/17/2023 11:38,0.88
2/17/2023 11:41,0.88
2/17/2023 11:43,0.88
2/17/2023 11:45,0.86
2/17/2023 11:51,0.92
2/17/2023 12:00,0.94
2/17/2023 12:01,0.9
2/17/2023 12:01,0.9
2/17/2023 12:03,0.9
2/17/2023 12:05,0.9
2/17/2023 12:06,0.9
2/17/2023 12:08,0.92
2/17/2023 12:10,0.92
2/17/2023 12:11,0.86
2/17/2023 12:13,0.85
2/17/2023 12:16,0.82
2/17/2023 18:58,0.93
2/18/2023 12:26,0.86
2/18/2023 12:26,0.84
2/18/2023 12:28,0.86
2/18/2023 12:28,0.86
2/18/2023 12:30,0.85
2/18/2023 12:31,0.83
2/18/2023 12:31,0.84
2/18/2023 12:33,0.85
2/18/2023 12:33,0.85
2/18/2023 12:35,0.82
2/18/2023 12:36,0.84
2/18/2023 12:36,0.8
2/18/2023 12:38,0.78
2/18/2023 12:38,0.8
2/18/2023 12:40,0.85
2/18/2023 12:41,0.86
2/18/2023 12:43,0.84
2/18/2023 12:43,0.84
2/18/2023 12:45,0.85
2/18/2023 12:46,0.81
2/18/2023 12:48,0.86
2/18/2023 12:48,0.86
2/18/2023 12:50,0.86
2/18/2023 12:51,0.8
2/18/2023 12:53,0.81
2/18/2023 12:53,0.8
2/18/2023 12:55,0.8
2/18/2023 12:56,0.8
2/18/2023 12:58,0.82
2/18/2023 12:58,0.82
2/18/2023 13:00,0.81
2/18/2023 13:01,0.82
2/18/2023 13:03,0.83
2/18/2023 13:03,0.83
2/18/2023 13:05,0.8
2/18/2023 13:06,0.82
2/18/2023 13:08,0.83
2/18/2023 13:08,0.82
2/18/2023 13:10,0.79
2/18/2023 13:11,0.8
2/18/2023 14:03,0.92
2/18/2023 14:05,0.92
2/18/2023 14:06,0.88
2/18/2023 14:08,0.9
2/18/2023 14:08,0.89
2/18/2023 14:10,0.89
2/18/2023 14:11,0.87
2/18/2023 14:13,0.85
2/18/2023 14:13,0.85
2/18/2023 14:15,0.86
2/18/2023 14:16,0.86
2/18/2023 14:18,0.89
2/18/2023 14:18,0.89
2/18/2023 14:20,0.9
2/18/2023 14:21,0.89
2/18/2023 14:51,1.02
2/18/2023 14:55,1.01
2/18/2023 15:10,1
2/18/2023 15:15,0.94
2/18/2023 15:20,0.92
2/18/2023 18:05,0.0004
2/18/2023 18:10,0.0002
2/18/2023 18:20,0.02
2/18/2023 18:25,0.02
2/18/2023 18:30,0.02
2/18/2023 18:35,0.02
2/18/2023 18:40,0.02
2/18/2023 18:45,0.02
2/18/2023 18:50,0.02
2/18/2023 18:55,0.02
2/18/2023 19:00,0.02
2/18/2023 19:05,0.02
2/18/2023 19:10,0.02
2/18/2023 19:15,0.02
2/18/2023 23:35,0.02
2/18/2023 23:40,0.02
2/18/2023 23:45,0.02
2/18/2023 23:50,0.02
2/18/2023 23:55,0.02
2/19/2023 0:00,0.02
2/19/2023 0:05,0.02
2/19/2023 0:10,0.02
2/19/2023 0:15,0.02
2/19/2023 0:20,0.02
2/19/2023 0:25,0.02
2/19/2023 0:30,0.02
2/19/2023 0:35,0.02
2/19/2023 0:40,0.02
2/19/2023 0:45,0.02
2/19/2023 0:50,0.02
2/19/2023 0:55,0.02
2/19/2023 1:00,0.02
2/19/2023 1:05,0.02
